,Census Tract Info,state,county,tract,tract_GEOID,tract_GEOID_num,Total Population,Employment Status for the Population 16 Years and Over,Median household income in the past 12 months (in 2022 inflation-adjusted dollars),Units in Structure - Total,"Units in Structure - Total, 1 (detached)","Units in Structure - Total, 1 (attached)","Units in Structure - Total, 2","Units in Structure - Total, 3 or 4","Units in Structure - Total, 5 to 9","Units in Structure - Total, 10 to 19","Units in Structure - Total, 20 to 49","Units in Structure - Total, 50 or more","Units in Structure - Total, Mobile Home","Units in Structure - Total, Boat, RV, van, etc.",Owner-occupied housing units with no vehicle available,Owner-occupied housing units with 1 vehicle available,Owner-occupied housing units with 2 vehicles available,Owner-occupied housing units with 3 or more vehicles available,Renter-occupied housing units with no vehicle available,Renter-occupied housing units with 1 vehicle available,Renter-occupied housing units with 2 vehicles available,Renter-occupied housing units with 3 or more vehicles available,perc_single_unit_dwellings,perc_multi_unit_dwellings,perc_other_unit_dwellings,Race - Total,Race - White Alone,Race - Black or African American alone,Race - American Indian and Alaska Native alone,Race - Asian alone,Race - Native Hawaiian and Other Pacific Islander alone,Race - Some Other Race alone,Race - Two or More Races,Majority Race,Identified as disadvantaged without considering neighbors,Identified as disadvantaged based on neighbors and relaxed low income threshold only,Identified as disadvantaged due to tribal overlap,Identified as disadvantaged,num_private_charger,num_public_charger,Total Vehicle Count,geometry,potential_home_chargers_per_veh,exist_home_chargers_per_veh
132,Census Tract 4301.02; Alameda County; California,6,1,430102,6001430102,6001430102,2459.0,2068.0,177250.0,944.0,851.0,53.0,29.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,801.0,11.0,149.0,320.0,162.0,107.0,52.0,124.0,95.76271186440678,4.23728813559322,0.0,2459.0,1478.0,22.0,2.0,563.0,11.0,163.0,220.0,Race - White Alone,False,False,,False,0.0,0.0,1852.0,"POLYGON ((-122.179157 37.804981, -122.175869 37.807494, -122.174159 37.81027, -122.175474 37.81459, -122.177873 37.816323, -122.172775 37.815826, -122.166673 37.813624, -122.157392 37.817952, -122.156683 37.817563, -122.155347 37.816396, -122.15295 37.815034, -122.148808 37.81376, -122.140317 37.804701, -122.138651 37.804632, -122.118093 37.803246, -122.113812 37.802729, -122.112793 37.802844, -122.106541 37.802395, -122.078869 37.800314, -122.061681 37.79922, -122.061519 37.800088, -122.050108 37.798435, -122.045473 37.798126, -122.030472 37.787727, -122.021972 37.784227, -122.017772 37.781227, -122.0138 37.780128, -122.005025 37.771147, -122.004081 37.770147, -122.007405 37.768142, -122.011941 37.767072, -122.015836 37.766512, -122.018434 37.765085, -122.023708 37.763028, -122.027214 37.760637, -122.028668 37.758574, -122.029719 37.754198, -122.029335 37.752203, -122.031206 37.749582, -122.031295 37.745205, -122.032055 37.739069, -122.032572 37.735603, -122.032448 37.733506, -122.033913 37.731168, -122.033882 37.729113, -122.036876 37.723507, -122.038314 37.719584, -122.038047 37.717671, -122.040101 37.715632, -122.039885 37.713824, -122.040501 37.708969, -122.04141 37.706771, -122.043869 37.70492, -122.043735 37.7034, -122.044268 37.702693, -122.045561 37.702374, -122.051607 37.703055, -122.054474 37.701567, -122.055822 37.703094, -122.055401 37.703784, -122.056541 37.704204, -122.055628 37.709445, -122.055579 37.712077, -122.054334 37.715113, -122.054534 37.717846, -122.054208 37.721428, -122.052146 37.723867, -122.052706 37.727185, -122.052325 37.729427, -122.051329 37.731646, -122.053943 37.737388, -122.053652 37.738173, -122.054405 37.741431, -122.055664 37.742898, -122.056625 37.748057, -122.058244 37.74976, -122.057818 37.751015, -122.059239 37.752689, -122.062206 37.748429, -122.061508 37.743685, -122.059932 37.738777, -122.061692 37.729551, -122.065563 37.720173, -122.068095 37.720581, -122.075264 37.720742, -122.078648 37.723388, -122.079763 37.72483, -122.082354 37.724538, -122.085579 37.725464, -122.085729 37.728488, -122.088691 37.7302, -122.091604 37.729513, -122.095704 37.730326, -122.096915 37.727784, -122.099056 37.727628, -122.101126 37.729112, -122.106553 37.722472, -122.117753 37.730151, -122.119964 37.732042, -122.118818 37.732273, -122.115091 37.735279, -122.114797 37.741853, -122.115813 37.748726, -122.116183 37.750372, -122.121287 37.757301, -122.122739 37.758991, -122.122934 37.759283, -122.123283 37.76031, -122.123828 37.760777, -122.124213 37.761329, -122.124562 37.762106, -122.12525 37.763753, -122.128683 37.769608, -122.131808 37.775339, -122.13375 37.777319, -122.133176 37.777674, -122.134337 37.778283, -122.134634 37.778216, -122.143706 37.787393, -122.141799 37.789751, -122.143244 37.790349, -122.143317 37.793017, -122.152291 37.793082, -122.152262 37.796471, -122.15667 37.796478, -122.158064 37.797354, -122.159697 37.800057, -122.162322 37.800022, -122.162292 37.800904, -122.161732 37.80115, -122.161632 37.801443, -122.164146 37.802929, -122.164802 37.804473, -122.164805 37.804651, -122.167528 37.805789, -122.170248 37.804699, -122.170519 37.802686, -122.168411 37.80094, -122.168388 37.799128, -122.170615 37.800138, -122.175957 37.802699, -122.176953 37.804711, -122.178139 37.803964, -122.179157 37.804981))",0.49322033898305084,0.3270338983050848
133,Census Tract 4304; Alameda County; California,6,1,430400,6001430400,6001430400,2155.0,1703.0,206750.0,731.0,711.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,29.0,63.0,314.0,161.0,56.0,35.0,53.0,99.17920656634746,0.8207934336525308,0.0,2155.0,1051.0,92.0,0.0,763.0,0.0,34.0,215.0,Race - White Alone,False,False,,False,0.0,0.0,1382.0,"POLYGON ((-122.127244 37.729827, -122.124462 37.728588, -122.122168 37.729386, -122.121206 37.731812, -122.119964 37.732042, -122.117753 37.730151, -122.106553 37.722472, -122.101126 37.729112, -122.099056 37.727628, -122.096915 37.727784, -122.094574 37.728129, -122.093532 37.725167, -122.0904 37.721562, -122.089514 37.721343, -122.088772 37.717482, -122.089524 37.715874, -122.088763 37.710251, -122.091612 37.710176, -122.092589 37.70985, -122.098626 37.713195, -122.103364 37.714755, -122.104695 37.714756, -122.105253 37.715747, -122.10974 37.719827, -122.110039 37.721676, -122.112922 37.722574, -122.113765 37.724205, -122.117056 37.726381, -122.119313 37.729046, -122.120888 37.728256, -122.123229 37.727038, -122.12649 37.727585, -122.127244 37.729827))",0.49868673050615586,0.3294254445964432
134,Census Tract 4321; Alameda County; California,6,1,432100,6001432100,6001432100,3892.0,3302.0,172278.0,1401.0,1122.0,53.0,72.0,7.0,10.0,97.0,40.0,0.0,0.0,0.0,982.0,32.0,218.0,468.0,173.0,19.0,72.0,371.0,83.86866523911492,16.131334760885082,0.0,3892.0,1472.0,976.0,6.0,462.0,40.0,404.0,532.0,Race - White Alone,False,False,,False,0.0,0.0,3148.0,"POLYGON ((-122.155119 37.739082, -122.148725 37.740859, -122.14767 37.741138, -122.146051 37.742802, -122.144044 37.740307, -122.140772 37.737282, -122.140243 37.736051, -122.139886 37.73447, -122.138977 37.730932, -122.140541 37.731462, -122.147977 37.731344, -122.148234 37.729729, -122.148736 37.729135, -122.150195 37.73237, -122.151063 37.733566, -122.152439 37.735476, -122.155119 37.739082))",0.47418986438258387,0.3187080656673804
135,Census Tract 4322; Alameda County; California,6,1,432200,6001432200,6001432200,3987.0,3329.0,94276.0,1648.0,850.0,152.0,88.0,106.0,61.0,40.0,60.0,291.0,0.0,0.0,717.0,0.0,150.0,323.0,116.0,68.0,60.0,810.0,60.80097087378641,39.19902912621359,0.0,3987.0,1295.0,452.0,206.0,622.0,37.0,478.0,897.0,Race - White Alone,False,False,,False,0.0,0.0,3887.0,"POLYGON ((-122.16416 37.73594, -122.160502 37.737607, -122.160074 37.737691, -122.155119 37.739082, -122.152439 37.735476, -122.151063 37.733566, -122.150195 37.73237, -122.148736 37.729135, -122.150172 37.728262, -122.154613 37.728028, -122.156211 37.728435, -122.157524 37.726871, -122.160328 37.730825, -122.161755 37.732735, -122.163336 37.73486, -122.16416 37.73594))",0.3894417475728155,0.26256067961165047
136,Census Tract 4323; Alameda County; California,6,1,432300,6001432300,6001432300,4874.0,4233.0,154028.0,1779.0,1437.0,144.0,51.0,32.0,34.0,40.0,34.0,7.0,0.0,0.0,1165.0,19.0,302.0,473.0,267.0,55.0,49.0,548.0,88.87015177065767,11.129848229342327,0.0,4874.0,1509.0,661.0,44.0,1280.0,110.0,562.0,708.0,Race - White Alone,False,False,,False,0.0,0.0,3839.0,"POLYGON ((-122.170497 37.731869, -122.170097 37.732056, -122.171556 37.734996, -122.165472 37.737689, -122.16416 37.73594, -122.163336 37.73486, -122.161755 37.732735, -122.160328 37.730825, -122.157524 37.726871, -122.158875 37.725502, -122.161079 37.726244, -122.167507 37.726322, -122.170121 37.72778, -122.17043 37.727836, -122.17404 37.73119, -122.170497 37.731869))",0.4821922428330523,0.32220910623946036
137,Census Tract 4324; Alameda County; California,6,1,432400,6001432400,6001432400,6346.0,5147.0,82424.0,1738.0,1250.0,98.0,17.0,54.0,29.0,41.0,194.0,55.0,0.0,0.0,909.0,23.0,154.0,218.0,358.0,115.0,41.0,829.0,77.56041426927503,22.43958573072497,0.0,6346.0,2228.0,302.0,487.0,1319.0,224.0,1257.0,529.0,Race - White Alone,False,False,,False,1.0,2.0,3669.0,"POLYGON ((-122.209726 37.711087, -122.202166 37.712983, -122.197028 37.715829, -122.194265 37.715912, -122.194714 37.717538, -122.193401 37.717829, -122.192905 37.716726, -122.189004 37.717889, -122.196747 37.724133, -122.197746 37.725171, -122.198055 37.726227, -122.196137 37.726007, -122.191927 37.727288, -122.190299 37.728858, -122.186459 37.727589, -122.18442 37.726116, -122.183312 37.725566, -122.176864 37.719098, -122.17056 37.713131, -122.166672 37.710422, -122.170816 37.708707, -122.167527 37.703686, -122.181906 37.697658, -122.186463 37.69565, -122.18751 37.696791, -122.191653 37.695548, -122.192992496834 37.6946760029291, -122.194092 37.695515, -122.201546 37.705022, -122.204161 37.711603, -122.20918711247 37.7100128175236, -122.209726 37.711087))",0.4196087456846951,0.2742922899884925
138,Census Tract 4325.02; Alameda County; California,6,1,432502,6001432502,6001432502,5126.0,4320.0,97412.0,1505.0,867.0,6.0,7.0,8.0,74.0,104.0,190.0,217.0,32.0,0.0,605.0,15.0,85.0,241.0,129.0,127.0,8.0,807.0,58.006644518272424,39.8671096345515,2.12624584717608,5126.0,973.0,1007.0,8.0,1889.0,40.0,749.0,460.0,Race - Asian alone,True,False,,True,0.0,0.0,3472.0,"POLYGON ((-122.181916 37.725372, -122.180226 37.725738, -122.175802 37.725231, -122.174341 37.72665, -122.170401 37.727756, -122.17043 37.727836, -122.170121 37.72778, -122.164245 37.722651, -122.16724 37.721836, -122.168104 37.721626, -122.170496 37.721032, -122.17306 37.720345, -122.173941 37.720025, -122.175295 37.719472, -122.176864 37.719098, -122.183312 37.725566, -122.181916 37.725372))",0.37845847176079733,0.2559269102990033
139,Census Tract 4327; Alameda County; California,6,1,432700,6001432700,6001432700,2755.0,2347.0,92128.0,1026.0,698.0,59.0,22.0,22.0,7.0,45.0,95.0,12.0,43.0,23.0,751.0,0.0,147.0,248.0,201.0,102.0,53.0,229.0,73.78167641325535,19.78557504873294,6.432748538011696,2755.0,1624.0,135.0,18.0,532.0,0.0,189.0,257.0,Race - White Alone,False,False,,False,0.0,0.0,1933.0,"POLYGON ((-122.148234 37.729729, -122.147977 37.731344, -122.140541 37.731462, -122.138977 37.730932, -122.138752 37.730947, -122.138395 37.729759, -122.137278 37.72473, -122.135579 37.722284, -122.13751 37.723876, -122.141297 37.722847, -122.145496 37.72167, -122.146731 37.724493, -122.147888 37.727156, -122.148736 37.729135, -122.148234 37.729729))",0.3947953216374269,0.257495126705653
140,Census Tract 4328; Alameda County; California,6,1,432800,6001432800,6001432800,3862.0,3251.0,135313.0,1585.0,1440.0,27.0,48.0,45.0,0.0,0.0,0.0,0.0,25.0,0.0,1167.0,30.0,410.0,310.0,258.0,89.0,70.0,245.0,92.5552050473186,5.867507886435331,1.5772870662460567,3862.0,1764.0,264.0,69.0,1301.0,0.0,66.0,398.0,Race - White Alone,False,False,,False,0.0,0.0,2744.0,"POLYGON ((-122.138414 37.730965, -122.136693 37.731867, -122.134438 37.734305, -122.132624 37.733911, -122.130491 37.73277, -122.132345 37.731726, -122.131227 37.730427, -122.127244 37.729827, -122.12649 37.727585, -122.123229 37.727038, -122.120888 37.728256, -122.119313 37.729046, -122.117056 37.726381, -122.113765 37.724205, -122.112922 37.722574, -122.110039 37.721676, -122.10974 37.719827, -122.105253 37.715747, -122.104695 37.714756, -122.107991 37.713275, -122.11034 37.712883, -122.115751 37.714237, -122.117433 37.716801, -122.119704 37.71782, -122.121384 37.717184, -122.121765 37.716061, -122.120667 37.711546, -122.122551 37.708533, -122.124259 37.709833, -122.125605 37.710688, -122.126774 37.711269, -122.128515 37.712214, -122.128994 37.712531, -122.130063 37.713434, -122.130973 37.714486, -122.131843 37.716062, -122.133543 37.719392, -122.135103 37.72166, -122.135579 37.722284, -122.137278 37.72473, -122.138395 37.729759, -122.138752 37.730947, -122.138414 37.730965))",0.4827255520504731,0.3206876971608832
141,Census Tract 9819; Alameda County; California,6,1,981900,6001981900,6001981900,25.0,25.0,-666666666.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,100.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Race - White Alone,False,False,,False,0.0,0.0,45.0,"POLYGON ((-122.342253 37.805558, -122.333852963018 37.8103287844042, -122.333018 37.810803, -122.328660769127 37.8105172869231, -122.327803 37.807658, -122.323932 37.807979, -122.320197 37.809318, -122.312214 37.808657, -122.310768 37.808798, -122.304866 37.807896, -122.304825 37.807566, -122.303339 37.804684, -122.299936 37.80248, -122.296357 37.801908, -122.291101 37.802526, -122.28867 37.802755, -122.290031 37.799622, -122.300868 37.797369, -122.307743 37.795816, -122.313212 37.795303, -122.315064 37.794579, -122.328507 37.797493, -122.333001177211 37.799054386056, -122.334168 37.801272, -122.34151 37.804158, -122.342253 37.805558))",0.4,0.25
142,Census Tract 9820; Alameda County; California,6,1,982000,6001982000,6001982000,50.0,50.0,129167.0,32.0,7.0,0.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,28.0,0.0,25.0,3.0,0.0,0.0,0.0,4.0,21.875,78.125,0.0,50.0,25.0,5.0,3.0,17.0,0.0,0.0,0.0,Race - White Alone,True,False,,True,0.0,0.0,71.0,"POLYGON ((-122.313212 37.795303, -122.307743 37.795816, -122.300868 37.797369, -122.290031 37.799622, -122.28867 37.802755, -122.286832 37.802685, -122.283322 37.8017, -122.279687 37.800256, -122.282207 37.796267, -122.283739 37.794803, -122.284396 37.793597, -122.285971 37.793616, -122.294801 37.792163, -122.30104 37.791954, -122.305802 37.792572, -122.315064 37.794579, -122.313212 37.795303))",0.375,0.2753125
143,Census Tract 9821; Alameda County; California,6,1,982100,6001982100,6001982100,923.0,923.0,-666666666.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,12.0,3.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,923.0,349.0,82.0,7.0,387.0,0.0,51.0,47.0,Race - Asian alone,,,,,16.0,0.0,48.0,"POLYGON ((-122.266329 37.874188, -122.265383 37.874297, -122.258357 37.875337, -122.255507 37.875668, -122.254723 37.875627, -122.255378 37.878392, -122.255083 37.880257, -122.249269 37.880896, -122.24683 37.881199, -122.246439 37.881203, -122.245156 37.869737, -122.249217 37.870317, -122.250214 37.869346, -122.250971 37.869328, -122.252328 37.869616, -122.254588 37.869321, -122.259197 37.86872, -122.261482 37.868439, -122.26599 37.867834, -122.266227 37.868998, -122.266159 37.872389, -122.266329 37.874188))",0.4,0.25
144,Census Tract 9832; Alameda County; California,6,1,983200,6001983200,6001983200,896.0,872.0,176103.0,580.0,27.0,4.0,0.0,25.0,8.0,13.0,43.0,460.0,0.0,0.0,402.0,2.0,303.0,93.0,4.0,0.0,0.0,133.0,5.344827586206897,94.6551724137931,0.0,896.0,515.0,124.0,16.0,171.0,1.0,43.0,26.0,Race - White Alone,False,False,,False,0.0,3.0,1286.0,"POLYGON ((-122.283739 37.794803, -122.282207 37.796267, -122.279687 37.800256, -122.279564 37.800449, -122.278536 37.799654, -122.275061 37.798321, -122.274935 37.798276, -122.272515 37.797457, -122.27014 37.796524, -122.270752 37.795573, -122.272125 37.793359, -122.273681 37.79221, -122.274225 37.791259, -122.274709 37.791511, -122.276005 37.792175, -122.278243 37.793129, -122.284396 37.793597, -122.283739 37.794803))",0.34855172413793106,0.2637413793103448
