h_geocode,6001400100,6001400200,6001400300,6001400400,6001400500,6001400600,6001400700,6001400800,6001400900,6001401000,6001401100,6001401200,6001401300,6001401400,6001401500,6001401600,6001401700,6001401800,6001402200,6001402400,6001402500,6001402600,6001402700,6001402801,6001402802,6001402900,6001403000,6001403100,6001403301,6001403302,6001403401,6001403402,6001403501,6001403502,6001403600,6001403701,6001403702,6001403800,6001403900,6001404000,6001404101,6001404102,6001404200,6001404300,6001404400,6001404501,6001404502,6001404600,6001404700,6001404800,6001404900,6001405000,6001405100,6001405200,6001405301,6001405302,6001405401,6001405402,6001405500,6001405600,6001405700,6001405800,6001405901,6001405902,6001406000,6001406100,6001406201,6001406202,6001406300,6001406400,6001406500,6001406601,6001406602,6001406700,6001406800,6001406900,6001407000,6001407101,6001407102,6001407200,6001407300,6001407400,6001407500,6001407600,6001407700,6001407800,6001407900,6001408000,6001408100,6001408200,6001408300,6001408400,6001408500,6001408600,6001408700,6001408800,6001408900,6001409000,6001409100,6001409200,6001409300,6001409400,6001409500,6001409600,6001409700,6001409800,6001409900,6001410000,6001410100,6001410200,6001410300,6001410400,6001410500,6001426100,6001426200,6001981900,6001982000,6001983200,oooak
6001400100,68.0,0.0,12.0,0.0,4.0,0.0,24.0,6.0,0.0,4.0,20.0,12.0,24.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,12.0,122.0,38.0,36.0,30.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,68.0,0.0,4.0,0.0,4.0,0.0,0.0,22.0,0.0,12.0,0.0,4.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,21.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,64.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1103.0
6001400200,0.0,56.0,20.0,20.0,0.0,0.0,12.0,12.0,0.0,0.0,8.0,0.0,46.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,10.0,18.0,86.0,45.0,40.0,0.0,1.0,6.0,16.0,4.0,0.0,0.0,0.0,0.0,8.0,10.0,16.0,8.0,2.0,8.0,2.0,0.0,0.0,14.0,6.0,12.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,657.0
6001400300,12.0,34.0,278.0,28.0,0.0,4.0,28.0,16.0,12.0,50.0,18.0,14.0,32.0,8.0,24.0,8.0,20.0,4.0,8.0,0.0,0.0,12.0,0.0,58.0,37.0,226.0,106.0,80.0,0.0,26.0,2.0,26.0,16.0,4.0,0.0,20.0,4.0,8.0,16.0,82.0,32.0,16.0,32.0,18.0,0.0,0.0,4.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,8.0,20.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,2.0,0.0,0.0,8.0,4.0,0.0,6.0,0.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,36.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,14.0,10.0,8.0,16.0,16.0,30.0,1424.0
6001400400,12.0,44.0,48.0,124.0,0.0,8.0,6.0,22.0,0.0,12.0,4.0,8.0,28.0,4.0,0.0,24.0,20.0,0.0,0.0,0.0,8.0,8.0,0.0,50.0,10.0,126.0,90.0,46.0,6.0,6.0,14.0,18.0,20.0,0.0,0.0,4.0,20.0,0.0,0.0,40.0,16.0,0.0,20.0,4.0,0.0,0.0,4.0,10.0,12.0,0.0,10.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,22.0,28.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,38.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,8.0,2.0,10.0,8.0,36.0,1402.0
6001400500,0.0,4.0,50.0,4.0,94.0,4.0,0.0,32.0,4.0,52.0,20.0,6.0,34.0,6.0,8.0,20.0,22.0,0.0,12.0,0.0,12.0,0.0,0.0,22.0,32.0,96.0,63.0,52.0,4.0,9.0,7.0,14.0,0.0,0.0,0.0,2.0,0.0,8.0,12.0,40.0,32.0,12.0,8.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,6.0,8.0,4.0,0.0,8.0,0.0,2.0,16.0,0.0,4.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,12.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,8.0,6.0,4.0,0.0,0.0,4.0,4.0,20.0,8.0,0.0,68.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,9.0,18.0,20.0,4.0,44.0,1279.0
6001400600,0.0,0.0,12.0,0.0,2.0,50.0,0.0,0.0,8.0,20.0,24.0,4.0,12.0,0.0,4.0,4.0,6.0,2.0,0.0,2.0,0.0,4.0,0.0,18.0,20.0,70.0,12.0,36.0,0.0,16.0,4.0,6.0,6.0,4.0,0.0,0.0,4.0,2.0,4.0,16.0,8.0,4.0,12.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,0.0,18.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,6.0,0.0,32.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,2.0,22.0,0.0,10.0,8.0,0.0,18.0,543.0
6001400700,6.0,10.0,0.0,20.0,8.0,4.0,98.0,32.0,10.0,60.0,18.0,12.0,24.0,20.0,4.0,6.0,16.0,0.0,0.0,0.0,4.0,4.0,0.0,58.0,31.0,230.0,73.0,72.0,0.0,8.0,4.0,38.0,10.0,8.0,16.0,0.0,6.0,0.0,14.0,44.0,0.0,8.0,10.0,6.0,0.0,0.0,4.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,28.0,0.0,0.0,0.0,30.0,16.0,0.0,12.0,0.0,16.0,12.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,12.0,4.0,60.0,4.0,2.0,0.0,4.0,14.0,0.0,0.0,20.0,0.0,4.0,0.0,8.0,3.0,12.0,0.0,16.0,96.0,0.0,2.0,12.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,8.0,0.0,0.0,16.0,10.0,36.0,1443.0
6001400800,0.0,6.0,8.0,4.0,2.0,0.0,20.0,212.0,12.0,26.0,26.0,22.0,24.0,0.0,0.0,2.0,18.0,0.0,0.0,2.0,0.0,22.0,0.0,14.0,12.0,108.0,106.0,46.0,4.0,24.0,0.0,14.0,12.0,0.0,2.0,0.0,4.0,4.0,8.0,32.0,8.0,2.0,0.0,8.0,0.0,0.0,16.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,0.0,0.0,0.0,11.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,14.0,2.0,8.0,0.0,24.0,2.0,0.0,6.0,0.0,16.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0,18.0,8.0,86.0,6.0,8.0,24.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,24.0,2.0,4.0,10.0,0.0,66.0,1242.0
6001400900,0.0,20.0,16.0,2.0,0.0,4.0,10.0,0.0,96.0,20.0,32.0,32.0,24.0,8.0,0.0,0.0,8.0,2.0,0.0,0.0,4.0,12.0,0.0,26.0,22.0,53.0,95.0,40.0,0.0,18.0,6.0,28.0,8.0,0.0,4.0,2.0,0.0,8.0,0.0,30.0,8.0,8.0,0.0,4.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,4.0,0.0,0.0,12.0,2.0,2.0,0.0,0.0,0.0,16.0,14.0,16.0,0.0,0.0,0.0,6.0,0.0,4.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,48.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,18.0,8.0,4.0,0.0,4.0,18.0,1024.0
